complaint_text,complaint_type,language,anger_score,days_pending,repeat_count,escalation_label,x,y,DBSCAN_Cluster,KMeans_Cluster,Risk Score,Risk Level,Root Cause
"color mismatch in my order, very upset",color_mismatch,english,0.69,6,4,1,0.3937367188796189,-0.6687577691426547,0,0,66,High,Seller product listing fraud suspected
"ordered xl kurta but received m size, totally wrong",wrong_size,english,0.61,5,1,0,-0.3911203663377927,-0.935641499841797,0,0,45,Medium,Warehouse packing error suspected
"fabric feels fake and uncomfortable, not cotton at all",fake_fabric,english,0.74,2,2,0,3.966911999619658,-0.268436093168843,1,3,51,High,Supplier quality issue suspected
"paise wapas karo, return toh ho gaya tha",refund_not_credited,hinglish,0.86,7,3,1,-1.1929884771589887,1.3139764086581622,3,1,72,High,Isolated complaint - no systemic cause
"fabric is rough and fake, returning immediately",fake_fabric,english,0.68,5,4,1,3.429179190843084,0.2884144875879759,1,3,64,High,Supplier quality issue suspected
courier not coming for pickup despite multiple complaints,return_not_picked,english,0.91,6,2,1,-1.711371593081928,-3.4244080913301573,2,2,67,High,Courier partner failure suspected
"color mismatch in my order, very upset",color_mismatch,english,0.47,3,3,1,0.3937367188796189,-0.6687577691426547,0,0,44,Medium,Seller product listing fraud suspected
"saree color was red online but received pink, cheating",color_mismatch,english,0.61,6,1,0,0.2390009075012779,0.7527417882998685,0,4,47,Medium,Seller product listing fraud suspected
"fabric feels fake and uncomfortable, not cotton at all",fake_fabric,english,0.61,9,4,1,3.966911999619658,-0.268436093168843,1,3,68,High,Supplier quality issue suspected
"return request ignored completely, no one responding",return_not_picked,english,0.85,14,3,1,-1.5922467003701688,-2.1694284101938868,2,2,85,Critical,Courier partner failure suspected
"fabric is rough and fake, returning immediately",fake_fabric,english,0.86,7,3,1,3.4291789371217094,0.288414405497268,1,3,72,High,Supplier quality issue suspected
"return request ignored completely, no one responding",return_not_picked,english,0.74,8,1,0,-1.5922467003701688,-2.1694284101938868,2,2,58,High,Isolated complaint - no systemic cause
"paise wapas karo, return toh ho gaya tha",refund_not_credited,hinglish,0.86,21,3,1,-1.1929884771589887,1.3139764086581622,3,1,100,Critical,Payment gateway or bank processing delay
"refund nahi aaya abhi tak, fraud hai kya",refund_not_credited,hinglish,0.98,15,1,1,-1.7836398170721757,2.381926407704887,3,1,84,Critical,Payment gateway or bank processing delay
"mujhe galat size mila hai, xl manga tha s aaya",wrong_size,hinglish,0.44,8,3,1,-1.357461773663346,2.7296125988696343,3,1,53,High,Warehouse packing error suspected
"saree color was red online but received pink, cheating",color_mismatch,english,0.42,1,4,1,0.2390009075012779,0.7527417882998685,0,4,43,Medium,Seller product listing fraud suspected
"saree color was red online but received pink, cheating",color_mismatch,english,0.64,1,2,0,0.2390009075012779,0.7527417882998685,0,4,44,Medium,Seller product listing fraud suspected
"color mismatch in my order, very upset",color_mismatch,english,0.71,10,4,1,0.3937367188796189,-0.6687577691426547,0,0,75,Critical,Seller product listing fraud suspected
"saree color was red online but received pink, cheating",color_mismatch,english,0.75,10,3,1,0.2390009075012779,0.7527417882998685,0,4,72,High,Seller product listing fraud suspected
"mujhe galat size mila hai, xl manga tha s aaya",wrong_size,hinglish,0.39,2,3,1,-1.357461773663346,2.7296125988696343,3,1,38,Medium,Warehouse packing error suspected
"color mismatch in my order, very upset",color_mismatch,english,0.45,9,1,0,0.3937367188796189,-0.6687577691426547,0,0,45,Medium,Seller product listing fraud suspected
"mujhe galat size mila hai, xl manga tha s aaya",wrong_size,hinglish,0.62,1,3,1,-1.357461773663346,2.7296125988696343,3,1,48,Medium,Warehouse packing error suspected
"fabric feels fake and uncomfortable, not cotton at all",fake_fabric,english,0.71,6,1,0,3.966911999619658,-0.268436093168843,1,3,52,High,Supplier quality issue suspected
"paise wapas karo, return toh ho gaya tha",refund_not_credited,hinglish,0.86,24,2,1,-1.1929884771589887,1.3139764086581622,3,1,101,Critical,Payment gateway or bank processing delay
"saree color was red online but received pink, cheating",color_mismatch,english,0.64,10,2,0,0.2390009075012779,0.7527417882998685,0,4,62,High,Seller product listing fraud suspected
"saree color was red online but received pink, cheating",color_mismatch,english,0.42,3,1,0,0.2390009075012779,0.7527417882998685,0,4,32,Medium,Seller product listing fraud suspected
"mujhe galat size mila hai, xl manga tha s aaya",wrong_size,hinglish,0.48,5,4,1,-1.357461773663346,2.7296125988696343,3,1,54,High,Warehouse packing error suspected
"paise wapas karo, return toh ho gaya tha",refund_not_credited,hinglish,0.72,21,2,0,-1.1929884771589887,1.3139764086581622,3,1,88,Critical,Payment gateway or bank processing delay
"saree color was red online but received pink, cheating",color_mismatch,english,0.57,3,4,1,0.2390009075012779,0.7527417882998685,0,4,54,High,Seller product listing fraud suspected
"fabric feels fake and uncomfortable, not cotton at all",fake_fabric,english,0.62,6,3,1,3.966911999619658,-0.268436093168843,1,3,58,High,Supplier quality issue suspected
"color mismatch in my order, very upset",color_mismatch,english,0.55,4,4,1,0.3937367188796189,-0.6687577691426547,0,0,55,High,Seller product listing fraud suspected
"saree color was red online but received pink, cheating",color_mismatch,english,0.57,10,4,1,0.2390009075012779,0.7527417882998685,0,4,68,High,Seller product listing fraud suspected
"saree color was red online but received pink, cheating",color_mismatch,english,0.5,8,4,1,0.2390009075012779,0.7527417882998685,0,4,61,High,Seller product listing fraud suspected
"mujhe galat size mila hai, xl manga tha s aaya",wrong_size,hinglish,0.59,3,3,1,-1.357461773663346,2.7296125988696343,3,1,50,High,Warehouse packing error suspected
"mujhe galat size mila hai, xl manga tha s aaya",wrong_size,hinglish,0.61,9,2,0,-1.357461773663346,2.7296125988696343,3,1,58,High,Warehouse packing error suspected
"paise wapas karo, return toh ho gaya tha",refund_not_credited,hinglish,0.83,7,1,1,-1.1929884771589887,1.3139764086581622,3,1,60,High,Isolated complaint - no systemic cause
"saree color was red online but received pink, cheating",color_mismatch,english,0.5,2,1,0,0.2390009075012779,0.7527417882998685,0,4,34,Medium,Seller product listing fraud suspected
"fabric is rough and fake, returning immediately",fake_fabric,english,0.71,4,3,1,3.429179190843084,0.2884144875879759,1,3,58,High,Supplier quality issue suspected
"fabric feels fake and uncomfortable, not cotton at all",fake_fabric,english,0.87,2,4,1,3.966911999619658,-0.268436093168843,1,3,67,High,Supplier quality issue suspected
"saree color was red online but received pink, cheating",color_mismatch,english,0.71,5,3,1,0.2390009075012779,0.7527417882998685,0,4,60,High,Seller product listing fraud suspected
"ordered xl kurta but received m size, totally wrong",wrong_size,english,0.41,8,4,1,-0.3911203663377927,-0.935641499841797,0,0,56,High,Warehouse packing error suspected
"mujhe galat size mila hai, xl manga tha s aaya",wrong_size,hinglish,0.33,10,3,1,-1.357461773663346,2.7296125988696343,3,1,51,High,Warehouse packing error suspected
"refund nahi aaya abhi tak, fraud hai kya",refund_not_credited,hinglish,0.73,1,1,0,-1.7836398170721757,2.381926407704887,3,1,43,Medium,Isolated complaint - no systemic cause
"mujhe galat size mila hai, xl manga tha s aaya",wrong_size,hinglish,0.6,0,3,1,-1.357461773663346,2.7296125988696343,3,1,45,Medium,Warehouse packing error suspected
"return request ignored completely, no one responding",return_not_picked,english,0.89,2,2,1,-1.5922467547828327,-2.1694281828813136,2,2,58,High,Courier partner failure suspected
"fabric is rough and fake, returning immediately",fake_fabric,english,0.8,0,1,0,3.429179190843084,0.2884144875879759,1,3,45,Medium,Supplier quality issue suspected
"refund nahi aaya abhi tak, fraud hai kya",refund_not_credited,hinglish,0.9,20,2,1,-1.7836398170721757,2.381926407704887,3,1,95,Critical,Payment gateway or bank processing delay
"color mismatch in my order, very upset",color_mismatch,english,0.63,2,4,1,0.3937367188796189,-0.6687577691426547,0,0,55,High,Seller product listing fraud suspected
"saree color was red online but received pink, cheating",color_mismatch,english,0.77,3,3,1,0.2390009075012779,0.7527417882998685,0,4,59,High,Seller product listing fraud suspected
"paise wapas karo, return toh ho gaya tha",refund_not_credited,hinglish,0.76,6,3,1,-1.1929884771589887,1.3139764086581622,3,1,65,High,Isolated complaint - no systemic cause
"fabric is rough and fake, returning immediately",fake_fabric,english,0.83,4,1,0,3.4291789371217094,0.288414405497268,1,3,54,High,Supplier quality issue suspected
"refund nahi aaya abhi tak, fraud hai kya",refund_not_credited,hinglish,0.97,11,4,1,-1.7836398170721757,2.381926407704887,3,1,90,Critical,Payment gateway or bank processing delay
"mujhe galat size mila hai, xl manga tha s aaya",wrong_size,hinglish,0.6,2,2,0,-1.357461773663346,2.7296125988696343,3,1,44,Medium,Warehouse packing error suspected
"color mismatch in my order, very upset",color_mismatch,english,0.62,9,4,1,0.3937367188796189,-0.6687577691426547,0,0,69,High,Seller product listing fraud suspected
"saree color was red online but received pink, cheating",color_mismatch,english,0.47,0,3,1,0.2390009075012779,0.7527417882998685,0,4,38,Medium,Seller product listing fraud suspected
courier not coming for pickup despite multiple complaints,return_not_picked,english,0.94,12,1,1,-1.711371593081928,-3.4244080913301573,2,2,76,Critical,Isolated complaint - no systemic cause
"mujhe galat size mila hai, xl manga tha s aaya",wrong_size,hinglish,0.39,10,3,1,-1.357461773663346,2.7296125988696343,3,1,54,High,Warehouse packing error suspected
"ordered xl kurta but received m size, totally wrong",wrong_size,english,0.63,0,1,0,-0.3911203663377927,-0.935641499841797,0,0,36,Medium,Warehouse packing error suspected
"fabric is rough and fake, returning immediately",fake_fabric,english,0.71,1,4,1,3.429179190843084,0.2884144875879759,1,3,57,High,Supplier quality issue suspected
courier not coming for pickup despite multiple complaints,return_not_picked,english,0.76,13,3,1,-1.711371593081928,-3.4244080913301573,2,2,79,Critical,Courier partner failure suspected
"color mismatch in my order, very upset",color_mismatch,english,0.5,3,3,1,0.3937367188796189,-0.6687577691426547,0,0,46,Medium,Seller product listing fraud suspected
"ordered xl kurta but received m size, totally wrong",wrong_size,english,0.42,1,3,1,-0.3911203663377927,-0.935641499841797,0,0,38,Medium,Warehouse packing error suspected
"fabric feels fake and uncomfortable, not cotton at all",fake_fabric,english,0.7,3,2,0,3.966911999619658,-0.268436093168843,1,3,51,High,Supplier quality issue suspected
"color mismatch in my order, very upset",color_mismatch,english,0.47,10,4,1,0.3937367188796189,-0.6687577691426547,0,0,63,High,Seller product listing fraud suspected
"return request ignored completely, no one responding",return_not_picked,english,0.94,10,1,1,-1.5922467003701688,-2.1694284101938868,2,2,72,High,Isolated complaint - no systemic cause
"refund nahi aaya abhi tak, fraud hai kya",refund_not_credited,hinglish,0.79,12,3,1,-1.7836398170721757,2.381926407704887,3,1,78,Critical,Payment gateway or bank processing delay
"ordered xl kurta but received m size, totally wrong",wrong_size,english,0.5,9,1,0,-0.3911203663377927,-0.935641499841797,0,0,48,Medium,Warehouse packing error suspected
"refund nahi aaya abhi tak, fraud hai kya",refund_not_credited,hinglish,0.94,17,1,1,-1.7836398170721757,2.381926407704887,3,1,86,Critical,Payment gateway or bank processing delay
"saree color was red online but received pink, cheating",color_mismatch,english,0.44,1,3,1,0.2390009075012779,0.7527417882998685,0,4,39,Medium,Seller product listing fraud suspected
courier not coming for pickup despite multiple complaints,return_not_picked,english,0.89,12,4,1,-1.711371593081928,-3.4244080913301573,2,2,88,Critical,Courier partner failure suspected
"color mismatch in my order, very upset",color_mismatch,english,0.61,6,3,1,0.3937367188796189,-0.6687577691426547,0,0,57,High,Seller product listing fraud suspected
"mujhe galat size mila hai, xl manga tha s aaya",wrong_size,hinglish,0.44,5,4,1,-1.357461773663346,2.7296125988696343,3,1,52,High,Warehouse packing error suspected
"fabric feels fake and uncomfortable, not cotton at all",fake_fabric,english,0.65,9,1,0,3.966911999619658,-0.268436093168843,1,3,55,High,Supplier quality issue suspected
"color mismatch in my order, very upset",color_mismatch,english,0.51,10,4,1,0.3937367188796189,-0.6687577691426547,0,0,65,High,Seller product listing fraud suspected
"paise wapas karo, return toh ho gaya tha",refund_not_credited,hinglish,0.93,15,1,1,-1.1929884771589887,1.3139764086581622,3,1,81,Critical,Payment gateway or bank processing delay
"fabric feels fake and uncomfortable, not cotton at all",fake_fabric,english,0.56,8,4,1,3.966911999619658,-0.268436093168843,1,3,64,High,Supplier quality issue suspected
"paise wapas karo, return toh ho gaya tha",refund_not_credited,hinglish,0.86,18,1,1,-1.1929884771589887,1.3139764086581622,3,1,84,Critical,Payment gateway or bank processing delay
"mujhe galat size mila hai, xl manga tha s aaya",wrong_size,hinglish,0.51,9,2,0,-1.357461773663346,2.7296125988696343,3,1,53,High,Warehouse packing error suspected
"saree color was red online but received pink, cheating",color_mismatch,english,0.75,2,1,0,0.2390009075012779,0.7527417882998685,0,4,46,Medium,Seller product listing fraud suspected
"ordered xl kurta but received m size, totally wrong",wrong_size,english,0.47,6,3,1,-0.3911203663377927,-0.935641499841797,0,0,50,High,Warehouse packing error suspected
"return request ignored completely, no one responding",return_not_picked,english,0.81,0,1,0,-1.5922467003701688,-2.1694284101938868,2,2,45,Medium,Isolated complaint - no systemic cause
"refund nahi aaya abhi tak, fraud hai kya",refund_not_credited,hinglish,0.77,14,4,1,-1.7836398170721757,2.381926407704887,3,1,86,Critical,Payment gateway or bank processing delay
"ordered xl kurta but received m size, totally wrong",wrong_size,english,0.31,1,2,0,-0.3911203663377927,-0.935641499841797,0,0,27,Low,Warehouse packing error suspected
"color mismatch in my order, very upset",color_mismatch,english,0.58,4,1,0,0.3937367188796189,-0.6687577691426547,0,0,42,Medium,Seller product listing fraud suspected
"fabric is rough and fake, returning immediately",fake_fabric,english,0.59,2,2,0,3.4291791620191963,0.2884144815009377,1,3,43,Medium,Supplier quality issue suspected
"fabric feels fake and uncomfortable, not cotton at all",fake_fabric,english,0.75,4,1,0,3.966911999619658,-0.268436093168843,1,3,50,High,Supplier quality issue suspected
"saree color was red online but received pink, cheating",color_mismatch,english,0.64,2,2,0,0.2390009075012779,0.7527417882998685,0,4,46,Medium,Seller product listing fraud suspected
courier not coming for pickup despite multiple complaints,return_not_picked,english,0.93,20,4,1,-1.711371593081928,-3.4244080913301573,2,2,106,Critical,Courier partner failure suspected
"paise wapas karo, return toh ho gaya tha",refund_not_credited,hinglish,0.83,18,4,1,-1.1929884771589887,1.3139764086581622,3,1,97,Critical,Payment gateway or bank processing delay
"ordered xl kurta but received m size, totally wrong",wrong_size,english,0.62,8,4,1,-0.3911203663377927,-0.935641499841797,0,0,67,High,Warehouse packing error suspected
"color mismatch in my order, very upset",color_mismatch,english,0.67,6,1,0,0.3937367188796189,-0.6687577691426547,0,0,50,High,Seller product listing fraud suspected
"mujhe galat size mila hai, xl manga tha s aaya",wrong_size,hinglish,0.59,3,4,1,-1.357461773663346,2.7296125988696343,3,1,55,High,Warehouse packing error suspected
"saree color was red online but received pink, cheating",color_mismatch,english,0.49,1,1,0,0.2390009075012779,0.7527417882998685,0,4,31,Medium,Seller product listing fraud suspected
"mujhe galat size mila hai, xl manga tha s aaya",wrong_size,hinglish,0.54,0,2,0,-1.357461773663346,2.7296125988696343,3,1,37,Medium,Warehouse packing error suspected
"mujhe galat size mila hai, xl manga tha s aaya",wrong_size,hinglish,0.53,1,1,0,-1.357461773663346,2.7296125988696343,3,1,33,Medium,Warehouse packing error suspected
courier not coming for pickup despite multiple complaints,return_not_picked,english,0.65,15,2,0,-1.711371593081928,-3.4244080913301573,2,2,72,High,Courier partner failure suspected
"saree color was red online but received pink, cheating",color_mismatch,english,0.66,9,2,0,0.2390009075012779,0.7527417882998685,0,4,61,High,Seller product listing fraud suspected
courier not coming for pickup despite multiple complaints,return_not_picked,english,0.8,23,2,1,-1.711371593081928,-3.4244080913301573,2,2,96,Critical,Courier partner failure suspected
"paise wapas karo, return toh ho gaya tha",refund_not_credited,hinglish,0.92,12,4,1,-1.1929884771589887,1.3139764086581622,3,1,90,Critical,Payment gateway or bank processing delay
"return request ignored completely, no one responding",return_not_picked,english,0.78,14,1,1,-1.5922467547828327,-2.1694281828813136,2,2,72,High,Isolated complaint - no systemic cause
"saree color was red online but received pink, cheating",color_mismatch,english,0.68,7,3,1,0.2390009075012779,0.7527417882998685,0,4,63,High,Seller product listing fraud suspected
"ordered xl kurta but received m size, totally wrong",wrong_size,english,0.57,8,3,1,-0.3911203663377927,-0.935641499841797,0,0,59,High,Warehouse packing error suspected
courier not coming for pickup despite multiple complaints,return_not_picked,english,0.7,18,4,1,-1.7113717658627356,-3.4244081241908466,2,2,91,Critical,Courier partner failure suspected
"saree color was red online but received pink, cheating",color_mismatch,english,0.71,9,2,0,0.2390009075012779,0.7527417882998685,0,4,63,High,Seller product listing fraud suspected
"paise wapas karo, return toh ho gaya tha",refund_not_credited,hinglish,0.74,17,3,1,-1.1929884771589887,1.3139764086581622,3,1,86,Critical,Payment gateway or bank processing delay
"fabric feels fake and uncomfortable, not cotton at all",fake_fabric,english,0.72,10,3,1,3.966911999619658,-0.268436093168843,1,3,71,High,Supplier quality issue suspected
"fabric is rough and fake, returning immediately",fake_fabric,english,0.77,3,4,1,3.4291791620191963,0.2884144815009377,1,3,64,High,Supplier quality issue suspected
"return request ignored completely, no one responding",return_not_picked,english,0.66,24,4,1,-1.5922467547828327,-2.1694281828813136,2,2,101,Critical,Courier partner failure suspected
"ordered xl kurta but received m size, totally wrong",wrong_size,english,0.56,6,3,1,-0.3911203663377927,-0.935641499841797,0,0,55,High,Warehouse packing error suspected
"refund nahi aaya abhi tak, fraud hai kya",refund_not_credited,hinglish,0.91,18,4,1,-1.7836398170721757,2.381926407704887,3,1,101,Critical,Payment gateway or bank processing delay
"color mismatch in my order, very upset",color_mismatch,english,0.42,4,1,0,0.3937367188796189,-0.6687577691426547,0,0,34,Medium,Seller product listing fraud suspected
"saree color was red online but received pink, cheating",color_mismatch,english,0.41,5,4,1,0.2390009075012779,0.7527417882998685,0,4,50,High,Seller product listing fraud suspected
"refund nahi aaya abhi tak, fraud hai kya",refund_not_credited,hinglish,0.83,4,1,0,-1.7836398170721757,2.381926407704887,3,1,54,High,Isolated complaint - no systemic cause
"ordered xl kurta but received m size, totally wrong",wrong_size,english,0.57,10,1,0,-0.3911203663377927,-0.935641499841797,0,0,53,High,Warehouse packing error suspected
"ordered xl kurta but received m size, totally wrong",wrong_size,english,0.4,5,2,0,-0.3911203663377927,-0.935641499841797,0,0,40,Medium,Warehouse packing error suspected
"saree color was red online but received pink, cheating",color_mismatch,english,0.46,2,3,1,0.2390009075012779,0.7527417882998685,0,4,42,Medium,Seller product listing fraud suspected
"color mismatch in my order, very upset",color_mismatch,english,0.6,4,1,0,0.3937367188796189,-0.6687577691426547,0,0,43,Medium,Seller product listing fraud suspected
"ordered xl kurta but received m size, totally wrong",wrong_size,english,0.49,10,4,1,-0.3911203663377927,-0.935641499841797,0,0,64,High,Warehouse packing error suspected
"ordered xl kurta but received m size, totally wrong",wrong_size,english,0.62,1,4,1,-0.3911203663377927,-0.935641499841797,0,0,53,High,Warehouse packing error suspected
"mujhe galat size mila hai, xl manga tha s aaya",wrong_size,hinglish,0.3,4,2,0,-1.357461773663346,2.7296125988696343,3,1,33,Medium,Warehouse packing error suspected
"fabric feels fake and uncomfortable, not cotton at all",fake_fabric,english,0.87,1,2,1,3.966911999619658,-0.268436093168843,1,3,55,High,Supplier quality issue suspected
